,Index,ETF,Today,1 Month,YTD,1 Year,3 Years,category,subcategory,url,timestamp
5,Japan Small Caps,DFJ,0.59%,-5.66%,-17.38%,-20.35%,-13.09%,Dividend ETFs,Global Regions Dividends,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
0,U.S. Large Cap,EPS,1.52%,-6.99%,-17.79%,-11.02%,23.95%,Dividend ETFs,U.S. Earnings,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
1,U.S. Mid Cap,EZM,2.37%,-12.42%,-18.32%,-11.32%,14.13%,Dividend ETFs,U.S. Earnings,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
2,U.S. Small Cap,EES,1.99%,-10.03%,-19.77%,-14.81%,14.75%,Dividend ETFs,U.S. Earnings,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
0,Dividend Equity,SCHD,1.11%,-8.05%,-11.12%,-4.54%,33.66%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
1,Dividend Growth,DGRO,0.98%,-5.98%,-13.67%,-5.29%,23.72%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
2,Dividend Appreciation,VIG,0.81%,-5.39%,-15.66%,-7.16%,23.71%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
3,Financial Preferred Stocks,PGF,0.90%,-2.57%,-17.27%,-19.45%,-15.84%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
4,"High Yield, Rising Dividends",SDY,0.59%,-5.83%,-7.34%,-1.96%,17.02%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
5,Preferred Stocks,PFF,1.37%,-4.97%,-16.99%,-16.78%,-11.18%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
6,Rising Dividends,PFM,0.83%,-5.87%,-12.48%,-4.59%,19.40%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
7,"International High Yield, Rising Dividends",PID,1.36%,-10.88%,-8.18%,-3.80%,2.85%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
8,Value Line Dividend Index,FVD,0.62%,-5.28%,-9.48%,-2.28%,13.85%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
9,Dividend Aristocrats,NOBL,0.65%,-6.09%,-12.23%,-4.92%,22.31%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
10,Buybacks,PKW,1.54%,-9.41%,-19.16%,-13.52%,22.20%,Dividend ETFs,Dividend Strategies,https://seekingalpha.com/etfs-and-funds/etf-tables/dividends,2022-07-08
0,"Brazil, Russia, India, China",BKF,2.19%,-1.90%,-18.25%,-30.38%,-14.67%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
1,Latin America,ILF,3.03%,-22.33%,-7.20%,-27.99%,-36.95%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
2,ASEAN,ASEA,1.35%,-9.92%,-7.98%,-6.76%,-19.14%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
3,Chindia,FNI,3.01%,1.97%,-14.76%,-31.60%,11.81%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
4,Emerging Markets,ADRE,3.72%,-9.05%,-16.59%,-31.70%,-5.68%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
5,Emerging Asia Pacific,GMF,2.19%,-4.09%,-16.81%,-22.88%,3.16%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
6,Emerging Markets ex-China,EMXC,1.91%,-12.97%,-23.17%,-24.64%,-6.39%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
7,Emerging Markets Small Caps,EWX,1.78%,-10.88%,-20.57%,-22.69%,4.27%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
8,Africa,AFK,2.64%,-12.90%,-17.10%,-23.35%,-23.73%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
9,Frontier Countries,FM,0.87%,-10.51%,-23.30%,-19.76%,-11.74%,Emerging Market ETFs,Emerging Markets Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
0,Brazil,EWZ,3.56%,-24.38%,-6.06%,-31.20%,-41.71%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
1,Peru,EPU,3.68%,-20.72%,-17.05%,-13.58%,-34.25%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
2,Singapore,EWS,1.81%,-6.80%,-17.39%,-25.03%,-28.40%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
3,South Africa,EZA,3.55%,-13.09%,-10.69%,-14.26%,-16.61%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
4,South Korea,EWY,2.41%,-15.50%,-27.42%,-38.78%,-2.21%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
5,Taiwan,EWT,2.87%,-14.77%,-27.92%,-25.47%,37.21%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
6,Thailand,THD,2.49%,-11.43%,-12.96%,-13.76%,-29.84%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
7,Turkey,TUR,-0.22%,-13.87%,-0.05%,-13.22%,-26.54%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
8,Vietnam,VNM,2.61%,-12.66%,-35.03%,-32.25%,-15.23%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
9,Argentina,ARGT,1.73%,-19.32%,-20.61%,-18.87%,-24.61%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
10,Chile,ECH,4.13%,-23.39%,0.69%,-15.52%,-42.36%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
11,China A-Shares,ASHR,1.59%,5.97%,-14.66%,-14.83%,18.55%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
12,Nigeria,NGE,-0.17%,-7.14%,-5.38%,-28.20%,-39.89%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
13,Qatar,QAT,0.29%,-8.10%,0.29%,8.80%,16.58%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
14,United Arab Emirates,UAE,1.13%,-11.13%,-6.62%,7.79%,12.86%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
15,Greece,GREK,2.39%,-18.55%,-17.66%,-20.28%,-27.04%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
16,China,GXC,2.04%,2.70%,-12.54%,-28.51%,-6.04%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
17,Colombia,GXG,0.57%,-30.14%,-15.81%,-15.81%,-38.25%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
18,Hong Kong,EWH,1.56%,-3.03%,-6.30%,-18.12%,-17.60%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
19,India,PIN,0.68%,-3.42%,-13.38%,-9.37%,-8.29%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
20,Indonesia,IDX,0.94%,-12.24%,-6.10%,3.10%,-19.34%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
21,Malaysia,EWM,0.51%,-9.36%,-14.06%,-15.18%,-28.06%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
22,Mexico,EWW,-0.24%,-9.57%,-9.76%,-4.18%,3.54%,Emerging Market ETFs,Emerging Markets - Countries,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
0,EM Tech,EMQQ,3.01%,0.75%,-24.90%,-45.93%,-1.17%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
1,China Tech,CQQQ,1.96%,0.82%,-20.99%,-37.54%,7.56%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
2,India Consumer,INCO,0.35%,4.11%,-5.47%,-4.91%,23.92%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
3,China Infrastructure,KFYP,0.56%,2.06%,-10.31%,-14.37%,-7.12%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
4,China Energy,CHIE,2.41%,-9.04%,19.57%,36.83%,28.20%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
5,China Materials,CHIM,0.00%,-,-,-,-,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
6,China Healthcare,KURE,0.12%,17.04%,-15.99%,-42.60%,17.44%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
7,EM Consumer,ECON,1.44%,0.05%,-10.10%,-20.79%,-6.06%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
8,EM Infrastructure,EMIF,1.84%,-8.76%,-13.27%,-11.46%,-27.38%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
9,China Real Estate,CHIR,0.75%,2.96%,-12.24%,-37.02%,-48.18%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
10,China Internet,KWEB,2.75%,4.17%,-12.28%,-49.46%,-27.81%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
11,China Consumer,CHIQ,3.36%,7.56%,-10.60%,-30.31%,41.55%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
12,China Financials,CHIX,1.22%,0.88%,-6.42%,-12.82%,-19.51%,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
13,China Industrials,CHII,2.84%,-,-,-,-,Emerging Market ETFs,Emerging Markets Themes,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
0,Emerging Markets,DEM,1.70%,-13.15%,-17.08%,-20.74%,-19.48%,Emerging Market ETFs,Emerging Markets Dividends,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
1,Emerging Markets Small Caps,DGS,1.64%,-13.29%,-18.39%,-20.53%,-8.73%,Emerging Market ETFs,Emerging Markets Dividends,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
2,Quality Dividend Growth,DGRE,2.42%,-10.87%,-23.96%,-26.87%,-12.45%,Emerging Market ETFs,Emerging Markets Dividends,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
0,China Small Cap,ECNS,1.84%,4.63%,-18.15%,-30.15%,-7.39%,Emerging Market ETFs,Single Country Small and Mid Caps,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
1,Brazil Small Cap,EWZS,3.03%,-22.32%,-15.59%,-37.59%,-34.37%,Emerging Market ETFs,Single Country Small and Mid Caps,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
2,Brazil Mid Cap,BRF,3.96%,-23.12%,-18.54%,-42.49%,-45.79%,Emerging Market ETFs,Single Country Small and Mid Caps,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
3,India Small Cap,SMIN,0.92%,-2.77%,-17.32%,-8.56%,30.19%,Emerging Market ETFs,Single Country Small and Mid Caps,https://seekingalpha.com/etfs-and-funds/etf-tables/emerging_markets,2022-07-08
0,Global 50,DGT,1.72%,-12.23%,-16.37%,-13.90%,10.71%,Global & Regional ETFs,World,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
1,Global 100,IOO,1.59%,-7.45%,-16.90%,-9.91%,30.94%,Global & Regional ETFs,World,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
2,International Mid Caps,DIM,1.40%,-13.34%,-19.86%,-20.89%,-13.69%,Global & Regional ETFs,World,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
3,International Small Caps,GWX,1.72%,-13.09%,-24.76%,-26.73%,-6.27%,Global & Regional ETFs,World,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
4,World Index,ACWI,1.59%,-8.59%,-20.43%,-17.20%,12.84%,Global & Regional ETFs,World,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
5,World ex-U.S.,SPDW,1.73%,-12.87%,-22.45%,-23.15%,-4.97%,Global & Regional ETFs,World,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
0,Developed Markets,VEA,1.62%,-12.09%,-21.64%,-22.39%,-4.65%,Global & Regional ETFs,Emerging vs. Developed Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
1,Developed Market Value,EFV,1.62%,-15.06%,-16.51%,-18.39%,-13.13%,Global & Regional ETFs,Emerging vs. Developed Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
2,Emerging Markets,VWO,2.08%,-6.62%,-17.53%,-23.02%,-4.76%,Global & Regional ETFs,Emerging vs. Developed Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
3,Emerging Markets Small Caps,EWX,1.78%,-10.88%,-20.57%,-22.69%,4.27%,Global & Regional ETFs,Emerging vs. Developed Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
4,Frontier Markets,FM,0.87%,-10.51%,-23.30%,-19.76%,-11.74%,Global & Regional ETFs,Emerging vs. Developed Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
0,Asia,AIA,2.76%,-7.01%,-19.81%,-31.10%,0.71%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
1,Europe - Large Caps,SPEU,1.45%,-13.90%,-24.83%,-23.76%,-6.37%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
2,Euro Zone - Large Caps,FEZ,1.52%,-16.15%,-28.10%,-27.69%,-12.88%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
3,Latin America,ILF,3.03%,-22.33%,-7.20%,-27.99%,-36.95%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
4,Pacific ex-Japan,EPP,1.85%,-11.80%,-13.80%,-19.79%,-13.91%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
5,ASEAN,ASEA,1.35%,-9.92%,-7.98%,-6.76%,-19.14%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
6,"Brazil, Russia, India, China",BKF,2.19%,-1.90%,-18.25%,-30.38%,-14.67%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
7,Emerging Asia Pacific,GMF,2.19%,-4.09%,-16.81%,-22.88%,3.16%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
8,Europe,VGK,1.55%,-13.88%,-24.60%,-23.69%,-6.59%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
9,Africa,AFK,2.64%,-12.90%,-17.10%,-23.35%,-23.73%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
10,European Monetary Zone,EZU,1.65%,-16.50%,-28.46%,-28.65%,-11.82%,Global & Regional ETFs,Regions,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
0,Developed Markets Small Caps,SCZ,1.74%,-13.56%,-26.98%,-28.39%,-8.05%,Global & Regional ETFs,Broad Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
1,Emerging Markets Small Caps,EWX,1.78%,-10.88%,-20.57%,-22.69%,4.27%,Global & Regional ETFs,Broad Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
2,International Mid Caps,DIM,1.40%,-13.34%,-19.86%,-20.89%,-13.69%,Global & Regional ETFs,Broad Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
3,International Small Caps,GWX,1.72%,-13.09%,-24.76%,-26.73%,-6.27%,Global & Regional ETFs,Broad Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/global_and_regions,2022-07-08
0,U.S. Market Growth,IUSG,2.09%,-5.99%,-25.76%,-16.71%,34.29%,Growth vs. Value ETFs,Broad Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
1,U.S. Market Value,IUSV,1.01%,-8.02%,-12.06%,-6.58%,16.89%,Growth vs. Value ETFs,Broad Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
2,Developed Markets Growth,EFG,1.37%,-9.10%,-27.35%,-25.54%,-1.37%,Growth vs. Value ETFs,Broad Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
3,Developed Market Value,EFV,1.62%,-15.06%,-16.51%,-18.39%,-13.13%,Growth vs. Value ETFs,Broad Markets,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
0,Large Cap Growth,IWF,1.90%,-5.60%,-26.40%,-18.77%,39.59%,Growth vs. Value ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
1,Large Cap Value,IWD,1.31%,-8.30%,-13.18%,-8.07%,13.08%,Growth vs. Value ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
2,Mid Cap Growth,IWP,2.49%,-6.38%,-29.47%,-28.76%,11.94%,Growth vs. Value ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
3,Mid Cap Value,IWS,1.59%,-10.64%,-16.36%,-10.82%,13.31%,Growth vs. Value ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
4,Small Cap Growth,IWO,3.00%,-6.15%,-28.49%,-31.96%,3.31%,Growth vs. Value ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
5,Small Cap Value,IWN,1.75%,-10.82%,-17.34%,-15.62%,12.89%,Growth vs. Value ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
0,Large Cap Growth,ILCG,2.08%,-6.27%,-28.24%,-21.96%,31.84%,Growth vs. Value ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
1,Large Cap Value,ILCV,1.24%,-7.72%,-12.93%,-6.15%,10.58%,Growth vs. Value ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
2,Mid Cap Growth,IMCG,2.03%,-7.02%,-27.33%,-23.41%,24.84%,Growth vs. Value ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
3,Mid Cap Value,IMCV,1.58%,-11.09%,-13.11%,-7.20%,11.26%,Growth vs. Value ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
4,Small Cap Growth,ISCG,3.10%,-6.67%,-27.26%,-29.53%,5.28%,Growth vs. Value ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
5,Small Cap Value,ISCV,1.95%,-10.79%,-14.63%,-12.08%,10.26%,Growth vs. Value ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
0,Large Cap Growth,SPYG,1.99%,-5.68%,-25.82%,-16.47%,36.20%,Growth vs. Value ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
1,Large Cap Value,SPYV,1.03%,-8.13%,-12.02%,-6.46%,16.38%,Growth vs. Value ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
2,Mid Cap Growth,MDYG,1.58%,-10.37%,-24.49%,-20.55%,11.99%,Growth vs. Value ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
3,Mid Cap Value,MDYV,1.75%,-10.36%,-14.91%,-9.49%,17.02%,Growth vs. Value ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
4,Small Cap Growth,SLYG,2.00%,-8.89%,-23.48%,-18.95%,15.67%,Growth vs. Value ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
5,Small Cap Value,SLYV,1.62%,-11.33%,-15.27%,-14.30%,17.67%,Growth vs. Value ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/growth_vs_value,2022-07-08
0,Large Cap,SPY,1.50%,-6.93%,-19.31%,-11.48%,28.41%,Market Cap ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
1,Mid Cap,MDY,2.13%,-10.21%,-19.68%,-14.80%,16.18%,Market Cap ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
2,U.S. Small Caps,IJR,1.77%,-10.09%,-19.40%,-16.73%,17.22%,Market Cap ETFs,U.S. Equities - S&P Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
0,Large Cap,SCHX,1.61%,-7.03%,-20.30%,-13.74%,27.04%,Market Cap ETFs,U.S. Equities - Dow Jones Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
1,Mid Cap,SCHM,2.10%,-10.07%,-21.19%,-18.77%,9.48%,Market Cap ETFs,U.S. Equities - Dow Jones Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
2,U.S. Small Caps,SCHA,2.39%,-9.83%,-23.18%,-23.45%,8.81%,Market Cap ETFs,U.S. Equities - Dow Jones Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
3,Micro Cap,FDM,1.66%,-8.33%,-17.61%,-13.38%,15.55%,Market Cap ETFs,U.S. Equities - Dow Jones Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
0,Large Cap,IWB,1.64%,-6.97%,-20.12%,-13.61%,27.41%,Market Cap ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
1,Mid Cap,IWR,1.84%,-9.30%,-20.97%,-17.39%,15.49%,Market Cap ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
2,Small Cap,IWM,2.37%,-8.69%,-22.88%,-24.05%,9.49%,Market Cap ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
3,U.S. Microcaps,IWC,2.60%,-8.54%,-23.85%,-28.61%,13.63%,Market Cap ETFs,U.S. Equities - Russell Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
0,Large Cap,ILCB,1.67%,-7.10%,-20.45%,-13.85%,26.51%,Market Cap ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
1,Mid Cap,IMCB,1.77%,-9.23%,-19.79%,-15.10%,16.27%,Market Cap ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
2,Small Cap,ISCB,2.42%,-9.05%,-21.41%,-22.17%,1.86%,Market Cap ETFs,U.S. Equities - Morningstar Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
0,S&P 500,RSP,1.45%,-8.83%,-16.69%,-10.15%,24.04%,Market Cap ETFs,Equal Weight Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
1,Nasdaq 100,QQEW,2.15%,-7.21%,-25.46%,-21.26%,30.15%,Market Cap ETFs,Equal Weight Indexes,https://seekingalpha.com/etfs-and-funds/etf-tables/market_cap,2022-07-08
